ID,Job_Title,Estimated_Salary_in_USD,Lower_Salary_in_Thousand_$,Upper_Salary_in_Thousand_$,Avg_Salary(in 1000 USD),Job_City,Job_State,Headquarters_City,Headquaters_State,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Lower_Salary,Upper_Salary,Avg_Salary_in_k,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,Avg_Salary_in_k,degree_new
738,Senior Data Analyst/Scientist,90K-153K,90,153,121.5,San Francisco, CA,San Francisco, CA,201 - 500,2006,Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",90,153,121.5,Demandbase,CA,22,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,analyst,Sr,na,121.5,M
740,"Associate, Data Science, Internal Audit",43K-82K,43,82,62.5,Boston, MA,Madrid, Spain,10000+,1856,Private,Banks & Credit Unions,Finance,$10+ billion (USD),-1,43,82,62.5,Santander,MA,58,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,62.5,M
741,"Scientist â€“ Cancer Discovery, Molecular Assay",100K-135K,100,135,117.5,Cambridge, MA,-1,,unknown,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,100,135,117.5,Monte Rosa Therapeutic,MA,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,P,117.5,P
742,Senior LiDAR Data Scientist,93K-151K,93,151,122,Orlando, FL,Orlando, FL,201 - 500,2012,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,93,151,122,Luminar Technologies,FL,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,122,M
743,Data Engineer,61K-109K,61,109,85,Chantilly, VA,Washington, DC,51 - 200,2004,Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,61,109,85,BRMi,VA,54,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,85,Fresher
744,Data Engineer,42K-79K,42,79,60.5,Scottsdale, AZ,Chandler, AZ,501 - 1000,2002,Private,IT Services,Information Technology,$50 to $100 million (USD),-1,42,79,60.5,IntraEdge,AZ,40,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,data engineer,Jr,na,60.5,Fresher
745,Lead Data Scientist,139K-221K,139,221,180,Burbank, CA,Burbank, CA,51 - 200,2009,Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,139,221,180,Zest AI,CA,52,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,180,M
746,"Technology-Minded, Data Professional Opportunities",40K-101K,40,101,70.5,Columbia, MO,Columbia, MO,1001 - 5000,2002,Private,Lending,Finance,Unknown / Non-Applicable,-1,40,101,70.5,Veterans United Home Loans,MO,60,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,data scientist,Jr,na,70.5,Fresher
747,Big Data Engineer,84K-153K,84,153,118.5,Chantilly, VA,Herndon, VA,1001 - 5000,2017,Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,84,153,118.5,Peraton,VA,21,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Sr,na,118.5,M
748,Salesforce Analytics Consultant,52K-81K,52,81,66.5,Chicago, IL,Jacksonville, FL,501 - 1000,1995,Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,52,81,66.5,"Emtec, Inc.",IL,52,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,data analitics,Jr,M,66.5,M
749,Managing Data Scientist/ML Engineer,81K-134K,81,134,107.5,Boston, MA,London, United Kingdom,1001 - 5000,1943,Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",81,134,107.5,PA Consulting,MA,38,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,data scientist,Jr,na,107.5,P
750,Senior Data Engineer,97K-180K,97,180,138.5,Austin, TX,Austin, TX,51 - 200,2010,Private,Security Services,Business Services,$10 to $25 million (USD),-1,97,180,138.5,Praetorian,TX,22,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data engineer,Sr,na,138.5,M
751,Staff Scientist- Upstream PD,49K-113K,49,113,81,Rockville, MD,Rockville, MD,201 - 500,1961,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,49,113,81,Advanced BioScience Laboratories,MD,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,81,Fresher
752,Data Engineering Analyst,44K-73K,44,73,58.5,Bloomington, IL,Bloomington, IL,1001 - 5000,1925,Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),"Northwestern Mutual, American Family Insurance, MetLife",44,73,58.5,COUNTRY Financial,IL,35,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,M,58.5,M
753,Sr. Data Engineer,75K-140K,75,140,107.5,Chicago, IL,Chicago, IL,1001 - 5000,2005,Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",75,140,107.5,Echo Global Logistics,IL,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,107.5,P
754,"Scientist, Pharmacometrics",84K-157K,84,157,120.5,Cambridge, MA,Cambridge, MA,501 - 1000,2008,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,84,157,120.5,Agios Pharmaceuticals,MA,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,M,120.5,M
755,Manager of Data Science,40K-87K,40,87,63.5,San Francisco, CA,San Francisco, CA,201 - 500,2007,Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",40,87,63.5,Tapjoy,CA,52,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,data scientist,Jr,na,63.5,Fresher
756,Scientist Manufacturing Pharma - Kentucky BioProcessing,68K-139K,68,139,103.5,Owensboro, KY,Winston-Salem, NC,5001 - 10000,1875,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,68,139,103.5,Reynolds American,KY,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,103.5,P
757,Software Engineer (Data Scientist/Software Engineer) - SISW - MG,72K-142K,72,142,107,Fremont, CA,Wilsonville, OR,5001 - 10000,1981,Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",72,142,107,Mentor Graphics,CA,48,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,Jr,na,107,P
758,Data Engineer,74K-137K,74,137,105.5,Springfield, VA,Westminster, CO,5001 - 10000,-1,Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,74,137,105.5,Maxar Technologies,VA,31,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,105.5,P
759,Data Engineer,57K-109K,57,109,83,San Diego, CA,San Diego, CA,501 - 1000,1972,Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",57,109,83,ICW Group,CA,35,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data engineer,Jr,na,83,Fresher
761,Lead Big Data Engineer,121K-203K,121,203,162,San Francisco, CA,Mill Valley, CA,1001 - 5000,2007,Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",121,203,162,Glassdoor,CA,18,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,Sr,na,162,M
763,Product Engineer â€“ Spatial Data Science and Statistical Analysis,52K-85K,52,85,68.5,Redlands, CA,Redlands, CA,1001 - 5000,1969,Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,52,85,68.5,Esri,CA,25,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,Jr,M,68.5,M
766,Sr Software Engineer (Data Scientist),81K-140K,81,140,110.5,Westlake, OH,New York, NY,10000+,1978,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",81,140,110.5,Assurant,OH,28,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,Jr,na,110.5,P
767,Sr. Data Engineer (ETL Developer),83K-148K,83,148,115.5,Des Moines, IA,Des Moines, IA,201 - 500,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,83,148,115.5,F&G,IA,48,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,Sr,na,115.5,M
768,Associate Research Scientist I (Protein Expression and Production),59K-116K,59,116,87.5,Alameda, CA,Alameda, CA,501 - 1000,1994,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",59,116,87.5,Exelixis,CA,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,M,87.5,M
769,Senior Data Scientist Artificial Intelligence,60K-101K,60,101,80.5,Richland, WA,Richland, WA,1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",60,101,80.5,PNNL,WA,51,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,Jr,M,80.5,M
773,Analytics - Business Assurance Data Analyst,31K-55K,31,55,43,Cedar Rapids, IA,Cedar Rapids, IA,501 - 1000,1992,Private,Lending,Finance,$100 to $500 million (USD),-1,31,55,43,GreatAmerica Financial Services,IA,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,Jr,na,43,Fresher
776,"Associate Director/Director, Safety Scientist",102K-178K,102,178,140,Cambridge, MA,Cambridge, MA,201 - 500,2003,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,102,178,140,Acceleron Pharma,MA,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,director,Sr,P,140,P
777,"Director, Precision Medicine Clinical Biomarker Scientist",136K-208K,136,208,172,Cambridge, MA,New York, NY,10000+,1849,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,136,208,172,Pfizer,MA,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,director,Sr,P,172,P
778,"Senior Scientist, Cell Pharmacology/Assay Development",110K-130K,110,130,120,Cambridge, MA,San Mateo, CA,unknown,-1,Private,-1,-1,Unknown / Non-Applicable,-1,110,130,120,Kronos Bi,MA,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,P,120,P
779,Data Analyst Senior,48K-85K,48,85,66.5,Philadelphia, PA,Philadelphia, PA,5001 - 10000,1983,Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",48,85,66.5,AmeriHealth Caritas,PA,26,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,analyst,Jr,M,66.5,M
780,Senior Formulations Scientist II,71K-129K,71,129,100,Alameda, CA,Alameda, CA,501 - 1000,1994,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",71,129,100,Exelixis,CA,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,100,P
781,Lead Data Engineer (Python),66K-123K,66,123,94.5,San Francisco, CA,Los Angeles, CA,51 - 200,2006,Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,66,123,94.5,Strategic Employment Partners,CA,36,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,94.5,P
782,Data Science Manager,171K-272K,171,272,221.5,San Francisco, CA,San Francisco, CA,501 - 1000,2011,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,171,272,221.5,Grand Rounds,CA,50,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,na,221.5,M
783,Senior Data Scientist 4 Artificial Intelligence,92K-146K,92,146,119,Seattle, WA,Richland, WA,1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",92,146,119,PNNL,WA,19,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,Sr,M,119,M
784,Data Engineer,65K-126K,65,126,95.5,Chicago, IL,Chicago, IL,201 - 500,1995,Private,Consulting,Business Services,$50 to $100 million (USD),-1,65,126,95.5,"SPINS, LLC",IL,36,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,M,95.5,M
785,"Director II, Data Science - GRS Predictive Analytics",150K-239K,150,239,194.5,Chicago, IL,Boston, MA,10000+,1912,Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",150,239,194.5,Liberty Mutual Insurance,IL,37,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,P,194.5,P
786,Medical Lab Scientist - MLT,21K-29K,43,60,51.5,Omaha, NE,Englewood, CO,10000+,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",43,60,51.5,Catholic Health Initiatives,NE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,51.5,Fresher
787,"Senior Operations Data Analyst, Call Center Operations",20K-35K,20,35,27.5,Nashville, TN,Peachtree Corners, GA,5001 - 10000,2000,Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,20,35,27.5,FLEETCOR,TN,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,analyst,Jr,na,27.5,Fresher
788,Senior Quantitative Analyst,118K-228K,118,228,173,Jersey City, NJ,New York, NY,1001 - 5000,1973,Private,Brokerage Services,Finance,$1 to $2 billion (USD),-1,118,228,173,DTCC,NJ,32,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Sr,na,173,M
789,Geospatial Software Developer and Data Scientist,82K-129K,82,129,105.5,Austin, TX,Austin, TX,501 - 1000,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,82,129,105.5,Applied Research Laboratories,TX,34,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,Jr,na,105.5,P
790,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,52K-91K,52,91,71.5,San Antonio, TX,San Antonio, TX,1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",52,91,71.5,Southwest Research Institute,TX,22,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,71.5,Fresher
791,Senior Scientist - Toxicologist - Product Integrity (Stewardship),47K-101K,47,101,74,Winston-Salem, NC,Winston-Salem, NC,5001 - 10000,1875,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,47,101,74,Reynolds American,NC,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,M,74,M
794,Systems Engineer II - Data Analyst,49K-76K,49,76,62.5,Huntsville, AL,Waltham, MA,10000+,1922,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,49,76,62.5,Raytheon,AL,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,62.5,Fresher
795,Senior Research Analytical Scientist-Non-Targeted Analysis,43K-88K,43,88,65.5,Durham, NC,Research Triangle Park, NC,1001 - 5000,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",43,88,65.5,RTI International,NC,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,65.5,P
797,Data Scientist,61K-109K,61,109,85,Coraopolis, PA,Coraopolis, PA,10000+,1948,Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",61,109,85,DICK'S Sporting Goods - Corporate,PA,49,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,Jr,M,85,M
799,Principal Data Scientist,113K-182K,113,182,147.5,Gaithersburg, MD,Cambridge, United Kingdom,10000+,1913,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",113,182,147.5,AstraZeneca,MD,41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,P,147.5,P
802,Director Data Science,124K-199K,124,199,161.5,Fort Lee, NJ,Fort Lee, NJ,1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,124,199,161.5,TRANZACT,NJ,38,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,Sr,na,161.5,M
803,Data Engineer,58K-104K,58,104,81,Roanoke, VA,Roanoke, VA,10000+,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,58,104,81,Carilion Clinic,VA,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,M,81,M
804,Sr Data Analyst - IT,52K-93K,52,93,72.5,Blue Bell, PA,Blue Bell, PA,1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",52,93,72.5,United BioSource,PA,56,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,Jr,na,72.5,Fresher
806,Senior Data Engineer,97K-181K,97,181,139,San Francisco, CA,San Francisco, CA,51 - 200,2008,Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,97,181,139,Figure Eight,CA,22,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,Sr,na,139,M
807,Senior Data Engineer,100K-173K,100,173,136.5,San Francisco, CA,San Francisco, CA,201 - 500,2007,Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",100,173,136.5,Tapjoy,CA,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Sr,na,136.5,M
808,Sr. Data Analyst,58K-108K,58,108,83,New York, NY,New York, NY,201 - 500,2008,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,58,108,83,DoubleVerify,NY,48,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,83,Fresher
809,Research Scientist or Senior Research Scientist - Computer Vision,81K-161K,81,161,121,Cambridge, MA,Cambridge, MA,51 - 200,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",81,161,121,Mitsubishi Electric Research Labs,MA,40,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,other scientist,Sr,P,121,P
810,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,53K-96K,53,96,74.5,New York, NY,New York, NY,1001 - 5000,2002,Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",53,96,74.5,Fareportal,NY,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,na,74.5,Fresher
811,Data Analyst Chemist - Quality System Contractor,61K-110K,61,110,85.5,San Francisco, CA,San Francisco, CA,501 - 1000,2002,Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,61,110,85.5,"Rodan and Fields, LLC",CA,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,85.5,Fresher
812,Senior Scientist - Biostatistician,65K-96K,65,96,80.5,Winston-Salem, NC,Winston-Salem, NC,5001 - 10000,1875,Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,65,96,80.5,Reynolds American,NC,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,M,80.5,M
815,Research Scientist / Principal Research Scientist - Multiphysical Systems,115K-220K,115,220,167.5,Cambridge, MA,Cambridge, MA,51 - 200,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",115,220,167.5,Mitsubishi Electric Research Labs,MA,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,P,167.5,P
816,"Research Scientist, Machine Learning Department",71K-144K,71,144,107.5,Pittsburgh, PA,Pittsburgh, PA,501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,71,144,107.5,Software Engineering Institute,PA,49,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,machine learning engineer,Jr,P,107.5,P
817,Foundational Community Supports Data Analyst,32K-57K,32,57,44.5,Seattle, WA,Seattle, WA,501 - 1000,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,32,57,44.5,DESC,WA,33,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,44.5,Fresher
818,"Senior Health Data Analyst, Star Ratings",79K-136K,79,136,107.5,Glen Burnie, MD,Baltimore, MD,1001 - 5000,1889,Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health",79,136,107.5,Johns Hopkins Health Care,MD,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,M,107.5,M
819,"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",120K-145K,120,145,132.5,Cambridge, MA,San Mateo, CA,unknown,-1,Private,-1,-1,Unknown / Non-Applicable,-1,120,145,132.5,Kronos Bi,MA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,P,132.5,P
820,Sr. Data Analyst,50K-89K,50,89,69.5,Philadelphia, PA,Phila, PA,201 - 500,1994,Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,50,89,69.5,Community Behavioral Health,PA,20,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,Jr,na,69.5,Fresher
821,"Senior Engineer, Data Management Engineering",68K-129K,68,129,98.5,Milpitas, CA,San Jose, CA,10000+,1970,Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",68,129,98.5,Western Digital,CA,33,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,Jr,na,98.5,P
822,Quality Control Scientist III- Analytical Development,48K-113K,48,113,80.5,Rockville, MD,Rockville, MD,201 - 500,1961,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,48,113,80.5,Advanced BioScience Laboratories,MD,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,80.5,Fresher
823,"Clinical Scientist, Clinical Development",27K-47K,56,97,76.5,Watertown, MA,Watertown, MA,51 - 200,2008,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1,56,97,76.5,FORMA THERAPEUTICS,MA,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,76.5,Fresher
824,Software Engineer Staff Scientist: Human Language Technologies,74K-124K,74,124,99,Cambridge, MD,Waltham, MA,10000+,1922,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,74,124,99,Raytheon,MD,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,99,P
825,"Manager, Safety Scientist, Medical Safety & Risk Management",68K-125K,68,125,96.5,Cambridge, MA,Cambridge, MA,501 - 1000,2008,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,68,125,96.5,Agios Pharmaceuticals,MA,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data scientist project manager,Jr,na,96.5,P
826,"Assistant Director/Director, Office of Data Science",39K-67K,39,67,53,Boston, MA,Boston, MA,10000+,1912,Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",39,67,53,Liberty Mutual Insurance,MA,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,53,M
827,Sr. Data Engineer | Big Data SaaS Pipeline,71K-135K,71,135,103,Los Angeles, CA,Los Angeles, CA,Jan-50,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,71,135,103,Bridg,CA,51,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,data engineer,Jr,na,103,P
828,Senior Risk Data Scientist,107K-172K,107,172,139.5,Palo Alto, CA,Palo Alto, CA,501 - 1000,2006,Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),-1,107,172,139.5,Bill.com,CA,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,139.5,M
829,Data Scientist in Artificial Intelligence Early Career,49K-85K,49,85,67,Richland, WA,Richland, WA,1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",49,85,67,Pacific Northwest National Laboratory,WA,26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,Jr,M,67,M
830,Consultant - Analytics Consulting,54K-71K,54,71,62.5,Hartford, CT,Bengaluru, India,10000+,1981,Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",54,71,62.5,Infosys,CT,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data analitics,Jr,na,62.5,Fresher
831,Scientist - CVRM Metabolism - in vivo pharmacology,61K-123K,61,123,92,Gaithersburg, MD,Cambridge, United Kingdom,10000+,1913,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",61,123,92,AstraZeneca,MD,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,92,P
832,Data Analyst,47K-85K,47,85,66,New York, NY,New York, NY,Jan-50,1980,Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing",47,85,66,AXION Healthcare Solutions,NY,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,66,Fresher
836,Data Engineer,65K-124K,65,124,94.5,Orange, CA,Orange, CA,501 - 1000,2013,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,65,124,94.5,Alignment Healthcare,CA,59,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,M,94.5,M
837,Data Scientist,87K-141K,87,141,114,Fort Lee, NJ,Fort Lee, NJ,1001 - 5000,1989,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,87,141,114,TRANZACT,NJ,24,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,Sr,na,114,M
838,Data Scientist,56K-95K,56,95,75.5,New York, NY,New York, NY,51 - 200,2012,Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX",56,95,75.5,ExecOnline,NY,41,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,Jr,na,75.5,Fresher
